Time, L Pixel X  , L Pixel Y  , L Pixel Z, L hit point in Z , L Looking At, L World X, L World Y, R Pixel X , R Pixel Y  , R Pixel Z, R hit point in Z , R Looking At, R World X, R World Y, C Pixel X , C Pixel Y  , C Pixel Z, C hit point in Z , C Looking At, C World X, C World Y, L Origin X , L Origin Y  , L Origin Z, R Origin X  , R Origin Y  , R Origin Z
638152872744758997, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03585167, -0.001625885, -0.03476164, 0.02753215, 0.0005003815, -0.03294565
638152872744929003, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.035849, -0.001626068, -0.0347619, 0.02755022, 0.0005443115, -0.03313399
638152872745089001, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03582811, -0.001699753, -0.0347, 0.0275661, 0.0003175049, -0.03277683
638152872745258931, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03584822, -0.001873383, -0.03422026, 0.02757953, 0.0003455048, -0.03297382
638152872745429030, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.0358414, -0.001810059, -0.03470497, 0.02759395, 0.0004511261, -0.03343509
638152872745598929, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03580513, -0.001850403, -0.03471422, 0.02762712, 0.0005007935, -0.03367922
638152872745759022, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03572553, -0.001725311, -0.035229, 0.02767145, 0.0005177002, -0.03388844
638152872745919176, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03572536, -0.002026672, -0.0345116, 0.02770737, 0.0004230499, -0.03363042
638152872746089173, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03572661, -0.001809616, -0.03513063, 0.02768611, 0.0004471893, -0.03370836
638152872746249175, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03619818, -0.002220322, -0.03422098, 0.0272803, 0.0004080811, -0.033662
638152872746419100, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.0367341, -0.002121903, -0.03460957, 0.02668277, 0.0005850678, -0.03450383
638152872746589170, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03685211, -0.002924164, -0.03267993, 0.02656464, 0.0006890717, -0.03468211
638152872746759171, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03675873, -0.002082352, -0.03489978, 0.02663077, 0.0006637726, -0.03472081
638152872746929102, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03672467, -0.002097519, -0.03483925, 0.02666585, 0.0005935822, -0.03455443
638152872747089097, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03664015, -0.002438156, -0.03374196, 0.02674101, 0.0003705292, -0.03374483
638152872747249168, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.0365161, -0.002392273, -0.03346295, 0.02684367, 0.0002975311, -0.03344702
638152872747419193, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03634319, -0.001903626, -0.03432202, 0.02713512, 0.0007965241, -0.03444765
638152872747589100, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03617871, -0.001853165, -0.0342101, 0.02720867, 0.0003391266, -0.03319043
638152872747749176, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03602536, -0.001850861, -0.03410306, 0.02737312, 0.0003913574, -0.033267
638152872747919270, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03588632, -0.001749466, -0.03431146, 0.02750974, 0.0006311646, -0.03392479
638152872748089192, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03573287, -0.001525986, -0.03483801, 0.02762375, 0.0003068085, -0.03282633
638152872748259174, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, 0, 0, 0, 0, N/A, 0, 0, -0.03558986, -0.001585495, -0.03460097, 0.02780771, 0.0008736115, -0.03434586
